,type3,project_num,tasks,task_num,detail1,detail1_num,detail2,detail2_num,detail3,value
734,projects,1,tasks,23,assignees,0,username,,,lion917
735,projects,1,tasks,23,assignees,0,createdAt,,,2022-02-21T18:30:47.726Z
736,projects,1,tasks,23,assignees,0,threepids,0,source,discord
737,projects,1,tasks,23,assignees,0,threepids,0,threepid,1.31099E+17
738,projects,1,tasks,23,assignees,0,threepids,1,source,metamask
739,projects,1,tasks,23,assignees,0,threepids,1,threepid,0xa23de4b54e18bAaeeFAc9FdBCD78EAD69c8B1C66
740,projects,1,tasks,24,id,,,,,3a2a5160-1dd7-4b25-9b53-0220029d27aa
741,projects,1,tasks,24,name,,,,,Bounty Information - Murphy
742,projects,1,tasks,24,status,,,,,DONE
743,projects,1,tasks,24,priority,,,,,NONE
744,projects,1,tasks,24,tags,0,label,,,Bounty
745,projects,1,tasks,24,tags,1,label,,,Ops
746,projects,1,tasks,24,createdAt,,,,,2022-05-10T01:39:53.878Z
747,projects,1,tasks,24,updatedAt,,,,,2022-05-16T17:59:29.110Z
748,projects,1,tasks,24,doneAt,,,,,2022-05-16T17:59:29.110Z
749,projects,1,tasks,24,owners,0,id,,,e49397ea-6b04-4056-8c67-236b903500c5
750,projects,1,tasks,24,owners,0,username,,,Anukriti
751,projects,1,tasks,24,owners,0,createdAt,,,2022-01-24T14:26:43.788Z
752,projects,1,tasks,24,owners,0,threepids,0,source,discord
753,projects,1,tasks,24,owners,0,threepids,0,threepid,8.95719E+17
754,projects,1,tasks,24,assignees,0,id,,,b85b66ac-097e-492e-914a-a5609fed7766
755,projects,1,tasks,24,assignees,0,username,,,FMurphy
756,projects,1,tasks,24,assignees,0,createdAt,,,2022-05-04T09:16:18.558Z
757,projects,1,tasks,24,assignees,0,threepids,0,source,metamask
758,projects,1,tasks,24,assignees,0,threepids,0,threepid,0xdF2B0B3A8db9D5DDb285bD26D296f9D78CA4cF7f
759,projects,1,tasks,24,assignees,0,threepids,1,source,discord
760,projects,1,tasks,24,assignees,0,threepids,1,threepid,9.15333E+17
761,projects,1,tasks,25,id,,,,,ede42bbd-67d0-4132-b613-085c915a73d9
762,projects,1,tasks,25,name,,,,,Bounty Information - Finance and Treasury
763,projects,1,tasks,25,status,,,,,DONE
764,projects,1,tasks,25,priority,,,,,MEDIUM
765,projects,1,tasks,25,createdAt,,,,,2022-05-09T22:09:35.790Z
766,projects,1,tasks,25,updatedAt,,,,,2022-05-16T15:35:59.936Z
767,projects,1,tasks,25,doneAt,,,,,2022-05-16T15:35:40.732Z
768,projects,1,tasks,25,owners,0,id,,,e49397ea-6b04-4056-8c67-236b903500c5
769,projects,1,tasks,25,owners,0,username,,,Anukriti
770,projects,1,tasks,25,owners,0,createdAt,,,2022-01-24T14:26:43.788Z
771,projects,1,tasks,25,owners,0,threepids,0,source,discord
772,projects,1,tasks,25,owners,0,threepids,0,threepid,8.95719E+17
773,projects,1,tasks,25,assignees,0,id,,,3dee4304-3e93-48db-91ba-a2a1c6eb20c9
774,projects,1,tasks,25,assignees,0,username,,,Aclay
775,projects,1,tasks,25,assignees,0,createdAt,,,2022-04-28T15:30:02.290Z
776,projects,1,tasks,25,assignees,0,threepids,0,source,discord
777,projects,1,tasks,25,assignees,0,threepids,0,threepid,8.33602E+17
778,projects,1,tasks,25,assignees,1,id,,,6047775b-e031-4a33-88e0-fdde365f76b7
779,projects,1,tasks,25,assignees,1,username,,,ricktik6
780,projects,1,tasks,25,assignees,1,createdAt,,,2022-03-02T08:29:07.357Z
781,projects,1,tasks,25,assignees,1,threepids,0,source,discord
782,projects,1,tasks,25,assignees,1,threepids,0,threepid,4.85039E+17
783,projects,1,tasks,25,assignees,1,threepids,1,source,metamask
784,projects,1,tasks,25,assignees,1,threepids,1,threepid,0xDacf1065b12849298dc5B47EcE9553094000074F
785,projects,1,tasks,26,id,,,,,a2b827c0-0fb8-452b-9aa3-13e5b153bde7
786,projects,1,tasks,26,name,,,,,Bounty Board Submission Form
787,projects,1,tasks,26,status,,,,,DONE
788,projects,1,tasks,26,priority,,,,,URGENT
789,projects,1,tasks,26,createdAt,,,,,2022-05-09T22:08:44.834Z
790,projects,1,tasks,26,updatedAt,,,,,2022-05-14T22:55:50.676Z
791,projects,1,tasks,26,doneAt,,,,,2022-05-14T22:55:50.676Z
792,projects,1,tasks,26,owners,0,id,,,e49397ea-6b04-4056-8c67-236b903500c5
793,projects,1,tasks,26,owners,0,username,,,Anukriti
794,projects,1,tasks,26,owners,0,createdAt,,,2022-01-24T14:26:43.788Z
795,projects,1,tasks,26,owners,0,threepids,0,source,discord
796,projects,1,tasks,26,owners,0,threepids,0,threepid,8.95719E+17
797,projects,1,tasks,26,assignees,0,id,,,e49397ea-6b04-4056-8c67-236b903500c5
798,projects,1,tasks,26,assignees,0,username,,,Anukriti
799,projects,1,tasks,26,assignees,0,createdAt,,,2022-01-24T14:26:43.788Z
800,projects,1,tasks,26,assignees,0,threepids,0,source,discord
801,projects,1,tasks,26,assignees,0,threepids,0,threepid,8.95719E+17
802,projects,1,tasks,26,assignees,1,id,,,6d116b00-8a36-427f-af7e-607e6deed574
803,projects,1,tasks,26,assignees,1,username,,,lion917
804,projects,1,tasks,26,assignees,1,createdAt,,,2022-02-21T18:30:47.726Z
805,projects,1,tasks,26,assignees,1,threepids,0,source,discord
806,projects,1,tasks,26,assignees,1,threepids,0,threepid,1.31099E+17
807,projects,1,tasks,26,assignees,1,threepids,1,source,metamask
808,projects,1,tasks,26,assignees,1,threepids,1,threepid,0xa23de4b54e18bAaeeFAc9FdBCD78EAD69c8B1C66
809,projects,1,tasks,27,id,,,,,39860521-cbee-4f70-817d-28455d946c74
810,projects,1,tasks,27,name,,,,,Bounty Board Management - Notion
811,projects,1,tasks,27,status,,,,,DONE
812,projects,1,tasks,27,priority,,,,,HIGH
813,projects,1,tasks,27,tags,0,label,,,Ops
814,projects,1,tasks,27,tags,1,label,,,Notion
815,projects,1,tasks,27,createdAt,,,,,2022-05-09T22:03:01.211Z
816,projects,1,tasks,27,updatedAt,,,,,2022-05-18T13:17:56.862Z
817,projects,1,tasks,27,doneAt,,,,,2022-05-17T17:37:16.919Z
818,projects,1,tasks,27,owners,0,id,,,6d116b00-8a36-427f-af7e-607e6deed574
819,projects,1,tasks,27,owners,0,username,,,lion917
820,projects,1,tasks,27,owners,0,createdAt,,,2022-02-21T18:30:47.726Z
821,projects,1,tasks,27,owners,0,threepids,0,source,discord
822,projects,1,tasks,27,owners,0,threepids,0,threepid,1.31099E+17
823,projects,1,tasks,27,owners,0,threepids,1,source,metamask
824,projects,1,tasks,27,owners,0,threepids,1,threepid,0xa23de4b54e18bAaeeFAc9FdBCD78EAD69c8B1C66
825,projects,1,tasks,27,owners,1,id,,,668c8b24-97d3-4046-9f03-62cc090b62ec
826,projects,1,tasks,27,owners,1,username,,,shawnzywonzie
827,projects,1,tasks,27,owners,1,createdAt,,,2022-01-20T22:41:33.436Z
828,projects,1,tasks,27,owners,1,threepids,0,source,discord
829,projects,1,tasks,27,owners,1,threepids,0,threepid,8.07644E+17
830,projects,1,tasks,27,owners,1,threepids,1,source,metamask
831,projects,1,tasks,27,owners,1,threepids,1,threepid,0xF67825D3bdE95a0Bbb1a063e06D51b79e7061C05
832,projects,1,tasks,27,owners,1,threepids,2,source,github
833,projects,1,tasks,27,owners,1,threepids,2,threepid,90860023
834,projects,1,tasks,27,assignees,0,id,,,e49397ea-6b04-4056-8c67-236b903500c5
835,projects,1,tasks,27,assignees,0,username,,,Anukriti
836,projects,1,tasks,27,assignees,0,createdAt,,,2022-01-24T14:26:43.788Z
837,projects,1,tasks,27,assignees,0,threepids,0,source,discord
838,projects,1,tasks,27,assignees,0,threepids,0,threepid,8.95719E+17
839,projects,1,tasks,27,assignees,1,id,,,6d116b00-8a36-427f-af7e-607e6deed574
840,projects,1,tasks,27,assignees,1,username,,,lion917
841,projects,1,tasks,27,assignees,1,createdAt,,,2022-02-21T18:30:47.726Z
842,projects,1,tasks,27,assignees,1,threepids,0,source,discord
843,projects,1,tasks,27,assignees,1,threepids,0,threepid,1.31099E+17
844,projects,1,tasks,27,assignees,1,threepids,1,source,metamask
845,projects,1,tasks,27,assignees,1,threepids,1,threepid,0xa23de4b54e18bAaeeFAc9FdBCD78EAD69c8B1C66
846,projects,2,id,,,,,,,ef7c1446-66d2-4b8c-a7f3-b10f629447d3
847,projects,2,slug,,,,,,,growth-squad-tasks
848,projects,2,name,,,,,,,Growth Squad Tasks
849,projects,2,createdAt,,,,,,,2022-05-04T17:57:20.399Z
850,projects,2,workspaceId,,,,,,,eadc2630-1aaa-4734-88d4-f602fa4a7b9a
851,projects,2,tasks,0,id,,,,,f24f0c23-ce23-4cf5-ba46-cd65bbae3272
852,projects,2,tasks,0,name,,,,,Test task - Bounty to Anukriti
853,projects,2,tasks,0,status,,,,,TODO
854,projects,2,tasks,0,priority,,,,,NONE
855,projects,2,tasks,0,tags,0,label,,,growth
856,projects,2,tasks,0,tags,1,label,,,twitter
857,projects,2,tasks,0,tags,2,label,,,commsdoc
858,projects,2,tasks,0,tags,3,label,,,telegram
859,projects,2,tasks,0,tags,4,label,,,content
860,projects,2,tasks,0,tags,5,label,,,newsletter
861,projects,2,tasks,0,tags,6,label,,,bounty
862,projects,2,tasks,0,tags,7,label,,,surveys
863,projects,2,tasks,0,tags,8,label,,,ops
864,projects,2,tasks,0,tags,9,label,,,comps
865,projects,2,tasks,0,tags,10,label,,,compsandsurveys
866,projects,2,tasks,0,createdAt,,,,,2022-05-10T19:03:59.584Z
867,projects,2,tasks,0,updatedAt,,,,,2022-05-10T19:03:59.584Z
868,projects,2,tasks,0,doneAt,,,,,
869,projects,2,tasks,0,owners,0,id,,,e49397ea-6b04-4056-8c67-236b903500c5
870,projects,2,tasks,0,owners,0,username,,,Anukriti
871,projects,2,tasks,0,owners,0,createdAt,,,2022-01-24T14:26:43.788Z
872,projects,2,tasks,0,owners,0,threepids,0,source,discord
873,projects,2,tasks,0,owners,0,threepids,0,threepid,8.95719E+17
874,projects,2,tasks,0,assignees,0,id,,,b85b66ac-097e-492e-914a-a5609fed7766
875,projects,2,tasks,0,assignees,0,username,,,FMurphy
876,projects,2,tasks,0,assignees,0,createdAt,,,2022-05-04T09:16:18.558Z
877,projects,2,tasks,0,assignees,0,threepids,0,source,metamask
878,projects,2,tasks,0,assignees,0,threepids,0,threepid,0xdF2B0B3A8db9D5DDb285bD26D296f9D78CA4cF7f
879,projects,2,tasks,0,assignees,0,threepids,1,source,discord
880,projects,2,tasks,0,assignees,0,threepids,1,threepid,9.15333E+17
881,projects,3,id,,,,,,,4e848cab-08db-4fd2-9110-b6540b34eee4
882,projects,3,slug,,,,,,,operations-guilds-b
883,projects,3,name,,,,,,,Operations Guild's Bounties
884,projects,3,createdAt,,,,,,,2022-05-04T17:57:50.013Z
885,projects,3,workspaceId,,,,,,,eadc2630-1aaa-4734-88d4-f602fa4a7b9a
886,projects,3,tasks,0,id,,,,,57808b54-6796-4938-95f2-28df4a54f91b
887,projects,3,tasks,0,name,,,,,Seeking an experienced DAO expert (generalist)
888,projects,3,tasks,0,status,,,,,TODO
889,projects,3,tasks,0,priority,,,,,MEDIUM
890,projects,3,tasks,0,tags,0,label,,,unassigned
891,projects,3,tasks,0,tags,1,label,,,bounty
892,projects,3,tasks,0,tags,2,label,,,dao
893,projects,3,tasks,0,createdAt,,,,,2022-06-06T18:47:07.093Z
894,projects,3,tasks,0,updatedAt,,,,,2022-06-07T14:15:01.473Z
895,projects,3,tasks,0,doneAt,,,,,
896,projects,3,tasks,0,rewards,0,id,,,d969afab-62d3-4386-bc5a-3caa8bcf530e
897,projects,3,tasks,0,rewards,0,amount,,,300000000
898,projects,3,tasks,0,rewards,0,peggedToUsd,,,FALSE
899,projects,3,tasks,0,rewards,0,token,type,,ERC20
900,projects,3,tasks,0,rewards,0,token,name,,USD Coin
901,projects,3,tasks,0,rewards,0,token,symbol,,USDC
902,projects,3,tasks,0,rewards,0,token,network,name,Ethereum Mainnet
903,projects,3,tasks,0,rewards,0,token,network,slug,ethereum-mainnet
904,projects,3,tasks,0,owners,0,id,,,e49397ea-6b04-4056-8c67-236b903500c5
905,projects,3,tasks,0,owners,0,username,,,Anukriti
906,projects,3,tasks,0,owners,0,createdAt,,,2022-01-24T14:26:43.788Z
907,projects,3,tasks,0,owners,0,threepids,0,source,discord
908,projects,3,tasks,0,owners,0,threepids,0,threepid,8.95719E+17
909,projects,3,tasks,0,applications,0,id,,,89536fbd-0fa1-4bd3-af5a-20dc6c82b19f
910,projects,3,tasks,0,applications,0,createdAt,,,2022-06-07T17:24:01.852Z
911,projects,3,tasks,0,applications,0,updatedAt,,,2022-06-07T17:24:02.318Z
912,projects,3,tasks,0,applications,0,status,,,PENDING
913,projects,3,tasks,0,applications,0,user,id,,b040febe-f907-4aee-9486-d1650bea7ae6
914,projects,3,tasks,0,applications,0,user,username,,zenfr0g
915,projects,3,tasks,0,applications,0,user,createdAt,,2022-04-17T10:28:04.408Z
916,projects,3,tasks,0,applications,0,user,threepids,0,metamask
917,projects,3,tasks,0,applications,0,user,threepids,0,0xE05F358447144c53d796551f395F36b883a02203
918,projects,3,tasks,0,applications,0,user,threepids,1,discord
919,projects,3,tasks,0,applications,0,user,threepids,1,4.50403E+17
920,projects,3,tasks,0,applications,1,id,,,4bb4d3a7-6d3a-4b35-8530-e97c4a3d0084
921,projects,3,tasks,0,applications,1,createdAt,,,2022-06-08T12:01:50.055Z
922,projects,3,tasks,0,applications,1,updatedAt,,,2022-06-08T12:01:50.655Z
923,projects,3,tasks,0,applications,1,status,,,PENDING
924,projects,3,tasks,0,applications,1,user,id,,c083fac7-13b1-4892-a4fd-60253a277e2c
925,projects,3,tasks,0,applications,1,user,username,,jbisenberg
926,projects,3,tasks,0,applications,1,user,createdAt,,2022-05-24T10:22:11.296Z
927,projects,3,tasks,0,applications,1,user,threepids,0,metamask
928,projects,3,tasks,0,applications,1,user,threepids,0,0xe4684e12D760959Cb944D403869378B6Fe12D330
929,projects,3,tasks,0,applications,1,user,threepids,1,discord
930,projects,3,tasks,0,applications,1,user,threepids,1,4.83731E+17
931,projects,3,tasks,1,id,,,,,043b38b2-1bd1-4491-b1f7-6ca121ef1f7e
932,projects,3,tasks,1,name,,,,,Seeking an experienced web3 product DAO expert
933,projects,3,tasks,1,status,,,,,TODO
934,projects,3,tasks,1,priority,,,,,MEDIUM
935,projects,3,tasks,1,tags,0,label,,,dao
936,projects,3,tasks,1,tags,1,label,,,bounty
937,projects,3,tasks,1,tags,2,label,,,experienced
938,projects,3,tasks,1,tags,3,label,,,unassigned
939,projects,3,tasks,1,createdAt,,,,,2022-06-06T18:41:50.010Z
940,projects,3,tasks,1,updatedAt,,,,,2022-06-06T18:41:50.010Z
941,projects,3,tasks,1,doneAt,,,,,
942,projects,3,tasks,1,rewards,0,id,,,77581da5-7c53-490b-8f44-485bb6f163ae
943,projects,3,tasks,1,rewards,0,amount,,,300000000
944,projects,3,tasks,1,rewards,0,peggedToUsd,,,FALSE
945,projects,3,tasks,1,rewards,0,token,type,,ERC20
946,projects,3,tasks,1,rewards,0,token,name,,USD Coin
947,projects,3,tasks,1,rewards,0,token,symbol,,USDC
948,projects,3,tasks,1,rewards,0,token,network,name,Ethereum Mainnet
949,projects,3,tasks,1,rewards,0,token,network,slug,ethereum-mainnet
950,projects,3,tasks,1,owners,0,id,,,e49397ea-6b04-4056-8c67-236b903500c5
951,projects,3,tasks,1,owners,0,username,,,Anukriti
952,projects,3,tasks,1,owners,0,createdAt,,,2022-01-24T14:26:43.788Z
953,projects,3,tasks,1,owners,0,threepids,0,source,discord
954,projects,3,tasks,1,owners,0,threepids,0,threepid,8.95719E+17
955,projects,3,tasks,2,id,,,,,b66ac3f3-2bbd-4f77-be7e-4bf3240e927d
956,projects,3,tasks,2,name,,,,,Seeking an experienced art/music/culture DAO expert
957,projects,3,tasks,2,status,,,,,TODO
958,projects,3,tasks,2,priority,,,,,MEDIUM
959,projects,3,tasks,2,tags,0,label,,,bounty
960,projects,3,tasks,2,tags,1,label,,,unassigned
961,projects,3,tasks,2,tags,2,label,,,experienced
962,projects,3,tasks,2,createdAt,,,,,2022-06-06T18:39:46.156Z
963,projects,3,tasks,2,updatedAt,,,,,2022-06-06T18:39:46.156Z
964,projects,3,tasks,2,doneAt,,,,,
965,projects,3,tasks,2,rewards,0,id,,,49b38b94-8fe9-4629-963d-44b0ef16daa9
966,projects,3,tasks,2,rewards,0,amount,,,300000000
967,projects,3,tasks,2,rewards,0,peggedToUsd,,,FALSE
968,projects,3,tasks,2,rewards,0,token,type,,ERC20
969,projects,3,tasks,2,rewards,0,token,name,,USD Coin
970,projects,3,tasks,2,rewards,0,token,symbol,,USDC
971,projects,3,tasks,2,rewards,0,token,network,name,Ethereum Mainnet
972,projects,3,tasks,2,rewards,0,token,network,slug,ethereum-mainnet
973,projects,3,tasks,2,owners,0,id,,,e49397ea-6b04-4056-8c67-236b903500c5
974,projects,3,tasks,2,owners,0,username,,,Anukriti
975,projects,3,tasks,2,owners,0,createdAt,,,2022-01-24T14:26:43.788Z
976,projects,3,tasks,2,owners,0,threepids,0,source,discord
977,projects,3,tasks,2,owners,0,threepids,0,threepid,8.95719E+17
978,projects,3,tasks,3,id,,,,,203b33fd-c2e5-48d1-92a4-4f9a42b50b5d
979,projects,3,tasks,3,name,,,,,Seeking an experienced investment DAO expert
980,projects,3,tasks,3,status,,,,,TODO
981,projects,3,tasks,3,priority,,,,,MEDIUM
982,projects,3,tasks,3,tags,0,label,,,unassigned
983,projects,3,tasks,3,tags,1,label,,,experienced
984,projects,3,tasks,3,tags,2,label,,,bounty
985,projects,3,tasks,3,createdAt,,,,,2022-06-06T18:33:04.219Z
986,projects,3,tasks,3,updatedAt,,,,,2022-06-06T18:39:53.732Z
987,projects,3,tasks,3,doneAt,,,,,
988,projects,3,tasks,3,rewards,0,id,,,982b01b9-f64e-42ae-bc87-c77e89fdf886
989,projects,3,tasks,3,rewards,0,amount,,,300000000
990,projects,3,tasks,3,rewards,0,peggedToUsd,,,FALSE
991,projects,3,tasks,3,rewards,0,token,type,,ERC20
992,projects,3,tasks,3,rewards,0,token,name,,USD Coin
993,projects,3,tasks,3,rewards,0,token,symbol,,USDC
994,projects,3,tasks,3,rewards,0,token,network,name,Ethereum Mainnet
995,projects,3,tasks,3,rewards,0,token,network,slug,ethereum-mainnet
996,projects,3,tasks,3,owners,0,id,,,e49397ea-6b04-4056-8c67-236b903500c5
997,projects,3,tasks,3,owners,0,username,,,Anukriti
998,projects,3,tasks,3,owners,0,createdAt,,,2022-01-24T14:26:43.788Z
999,projects,3,tasks,3,owners,0,threepids,0,source,discord
1000,projects,3,tasks,3,owners,0,threepids,0,threepid,8.95719E+17
1001,projects,3,tasks,4,id,,,,,d25b903e-0a9c-4ede-9f83-1d16e5560332
1002,projects,3,tasks,4,name,,,,,Content Bounty
1003,projects,3,tasks,4,status,,,,,IN_REVIEW
1004,projects,3,tasks,4,priority,,,,,NONE
1005,projects,3,tasks,4,tags,0,label,,,growth
1006,projects,3,tasks,4,createdAt,,,,,2022-05-26T11:55:30.108Z
1007,projects,3,tasks,4,updatedAt,,,,,2022-06-07T12:09:16.412Z
1008,projects,3,tasks,4,doneAt,,,,,
1009,projects,3,tasks,4,rewards,0,id,,,e424531d-f69d-4b62-8268-2b02739c25a4
1010,projects,3,tasks,4,rewards,0,amount,,,400000000
1011,projects,3,tasks,4,rewards,0,peggedToUsd,,,FALSE
1012,projects,3,tasks,4,rewards,0,token,type,,ERC20
1013,projects,3,tasks,4,rewards,0,token,name,,USD Coin
1014,projects,3,tasks,4,rewards,0,token,symbol,,USDC
1015,projects,3,tasks,4,rewards,0,token,network,name,Ethereum Mainnet
1016,projects,3,tasks,4,rewards,0,token,network,slug,ethereum-mainnet
1017,projects,3,tasks,4,owners,0,id,,,b85b66ac-097e-492e-914a-a5609fed7766
1018,projects,3,tasks,4,owners,0,username,,,FMurphy
1019,projects,3,tasks,4,owners,0,createdAt,,,2022-05-04T09:16:18.558Z
1020,projects,3,tasks,4,owners,0,threepids,0,source,metamask
1021,projects,3,tasks,4,owners,0,threepids,0,threepid,0xdF2B0B3A8db9D5DDb285bD26D296f9D78CA4cF7f
1022,projects,3,tasks,4,owners,0,threepids,1,source,discord
1023,projects,3,tasks,4,owners,0,threepids,1,threepid,9.15333E+17
1024,projects,3,tasks,4,assignees,0,id,,,4c032e09-ca86-4719-bac2-fd81f8572012
1025,projects,3,tasks,4,assignees,0,username,,,chidi
1026,projects,3,tasks,4,assignees,0,createdAt,,,2022-05-05T14:45:57.835Z
1027,projects,3,tasks,4,assignees,0,threepids,0,source,discord
1028,projects,3,tasks,4,assignees,0,threepids,0,threepid,7.64398E+17
1029,projects,3,tasks,4,assignees,0,threepids,1,source,metamask
1030,projects,3,tasks,4,assignees,0,threepids,1,threepid,0xa9A94e4718c045CCdf94266403aF4aDD53A2fD15
1031,projects,3,tasks,4,applications,0,id,,,f2b9a533-4468-4aa4-9722-fd44fd639e50
1032,projects,3,tasks,4,applications,0,createdAt,,,2022-05-26T12:56:16.601Z
1033,projects,3,tasks,4,applications,0,updatedAt,,,2022-05-26T12:56:16.979Z
1034,projects,3,tasks,4,applications,0,status,,,PENDING
1035,projects,3,tasks,4,applications,0,user,id,,4c032e09-ca86-4719-bac2-fd81f8572012
1036,projects,3,tasks,4,applications,0,user,username,,chidi
1037,projects,3,tasks,4,applications,0,user,createdAt,,2022-05-05T14:45:57.835Z
1038,projects,3,tasks,4,applications,0,user,threepids,0,discord
1039,projects,3,tasks,4,applications,0,user,threepids,0,7.64398E+17
1040,projects,3,tasks,4,applications,0,user,threepids,1,metamask
1041,projects,3,tasks,4,applications,0,user,threepids,1,0xa9A94e4718c045CCdf94266403aF4aDD53A2fD15
1042,projects,3,tasks,4,applications,1,id,,,6111561c-2466-435b-b30b-ceb92c7be6c6
1043,projects,3,tasks,4,applications,1,createdAt,,,2022-05-26T13:54:32.807Z
1044,projects,3,tasks,4,applications,1,updatedAt,,,2022-05-26T13:54:33.339Z
1045,projects,3,tasks,4,applications,1,status,,,PENDING
1046,projects,3,tasks,4,applications,1,user,id,,aba47bbd-71d1-4b5d-a0ca-b9dac9444b22
1047,projects,3,tasks,4,applications,1,user,username,,quinModa
1048,projects,3,tasks,4,applications,1,user,createdAt,,2022-05-08T13:17:08.231Z
1049,projects,3,tasks,4,applications,1,user,threepids,0,metamask
1050,projects,3,tasks,4,applications,1,user,threepids,0,0x8E6122437026cb35066F19449F4c1003A34b28DF
1051,projects,3,tasks,4,applications,1,user,threepids,1,github
1052,projects,3,tasks,4,applications,1,user,threepids,1,76251594
1053,projects,3,tasks,4,applications,1,user,threepids,2,discord
1054,projects,3,tasks,4,applications,1,user,threepids,2,8.52511E+17
1055,projects,3,tasks,4,applications,2,id,,,6271261a-bae6-4f6f-829a-c4194e4cc668
1056,projects,3,tasks,4,applications,2,createdAt,,,2022-05-26T14:40:02.964Z
1057,projects,3,tasks,4,applications,2,updatedAt,,,2022-05-26T14:40:03.451Z
1058,projects,3,tasks,4,applications,2,status,,,PENDING
1059,projects,3,tasks,4,applications,2,user,id,,82ae276e-8347-4284-95cf-258faa1793ba
1060,projects,3,tasks,4,applications,2,user,username,,olokoji
1061,projects,3,tasks,4,applications,2,user,createdAt,,2022-04-13T23:37:11.394Z
1062,projects,3,tasks,4,applications,2,user,threepids,0,metamask
1063,projects,3,tasks,4,applications,2,user,threepids,0,0x35936b4A3C4fb6fFa4F638f19f66105Af8EBfB60
1064,projects,3,tasks,4,applications,2,user,threepids,1,discord
1065,projects,3,tasks,4,applications,2,user,threepids,1,9.6069E+17
1066,projects,3,tasks,4,applications,3,id,,,705137b2-1e79-4c1b-a6b4-12f19974b9cc
1067,projects,3,tasks,4,applications,3,createdAt,,,2022-05-26T15:47:50.561Z
1068,projects,3,tasks,4,applications,3,updatedAt,,,2022-05-26T15:47:51.088Z
1069,projects,3,tasks,4,applications,3,status,,,PENDING
1070,projects,3,tasks,4,applications,3,user,id,,83f5fe49-0953-4ae4-bece-42a5c697a609
1071,projects,3,tasks,4,applications,3,user,username,,hamzat_iii
1072,projects,3,tasks,4,applications,3,user,createdAt,,2022-04-11T21:33:19.981Z
1073,projects,3,tasks,4,applications,3,user,threepids,0,metamask
1074,projects,3,tasks,4,applications,3,user,threepids,0,0xD74Eb9BA283d408199b31223966c51D4AaD1942f
1075,projects,3,tasks,4,applications,3,user,threepids,1,discord
1076,projects,3,tasks,4,applications,3,user,threepids,1,9.59765E+17
1077,projects,3,tasks,4,applications,4,id,,,d53e8158-7401-4b28-82c0-8d7becff5a5c
1078,projects,3,tasks,4,applications,4,createdAt,,,2022-05-26T16:07:39.867Z
1079,projects,3,tasks,4,applications,4,updatedAt,,,2022-05-26T16:07:40.294Z
1080,projects,3,tasks,4,applications,4,status,,,PENDING
1081,projects,3,tasks,4,applications,4,user,id,,d3ff3eb5-3d52-4faf-a444-ba8746422a3d
1082,projects,3,tasks,4,applications,4,user,username,,poisson
1083,projects,3,tasks,4,applications,4,user,createdAt,,2022-05-15T21:16:17.497Z
1084,projects,3,tasks,4,applications,4,user,threepids,0,metamask
1085,projects,3,tasks,4,applications,4,user,threepids,0,0xdafd834d726F487E81fA84d402A3B190DB56A8F9
1086,projects,3,tasks,4,applications,4,user,threepids,1,discord
1087,projects,3,tasks,4,applications,4,user,threepids,1,9.30577E+17
1088,projects,3,tasks,5,id,,,,,54cbe8c8-fc04-4fcc-a9b1-29c54b53ffe3
1089,projects,3,tasks,5,name,,,,,Content Bounty
1090,projects,3,tasks,5,status,,,,,IN_REVIEW
1091,projects,3,tasks,5,priority,,,,,NONE
1092,projects,3,tasks,5,tags,0,label,,,growth
1093,projects,3,tasks,5,createdAt,,,,,2022-05-26T11:52:25.308Z
1094,projects,3,tasks,5,updatedAt,,,,,2022-05-30T18:05:23.816Z
1095,projects,3,tasks,5,doneAt,,,,,
1096,projects,3,tasks,5,rewards,0,id,,,405547d2-a313-4d69-9596-9b2086e651f9
1097,projects,3,tasks,5,rewards,0,amount,,,400000000
1098,projects,3,tasks,5,rewards,0,peggedToUsd,,,FALSE
1099,projects,3,tasks,5,rewards,0,token,type,,ERC20
1100,projects,3,tasks,5,rewards,0,token,name,,USD Coin
1101,projects,3,tasks,5,rewards,0,token,symbol,,USDC
1102,projects,3,tasks,5,rewards,0,token,network,name,Ethereum Mainnet
1103,projects,3,tasks,5,rewards,0,token,network,slug,ethereum-mainnet
1104,projects,3,tasks,5,owners,0,id,,,b85b66ac-097e-492e-914a-a5609fed7766
1105,projects,3,tasks,5,owners,0,username,,,FMurphy
1106,projects,3,tasks,5,owners,0,createdAt,,,2022-05-04T09:16:18.558Z
1107,projects,3,tasks,5,owners,0,threepids,0,source,metamask
1108,projects,3,tasks,5,owners,0,threepids,0,threepid,0xdF2B0B3A8db9D5DDb285bD26D296f9D78CA4cF7f
1109,projects,3,tasks,5,owners,0,threepids,1,source,discord
1110,projects,3,tasks,5,owners,0,threepids,1,threepid,9.15333E+17
1111,projects,3,tasks,5,assignees,0,id,,,6c69dc76-375b-422e-a428-19d06bb8b2a1
1112,projects,3,tasks,5,assignees,0,username,,,Igor MD
1113,projects,3,tasks,5,assignees,0,createdAt,,,2022-05-19T09:15:45.132Z
1114,projects,3,tasks,5,assignees,0,threepids,0,source,metamask
1115,projects,3,tasks,5,assignees,0,threepids,0,threepid,0x753d895e9291523EC005689B34db66E982b57414
1116,projects,3,tasks,5,assignees,0,threepids,1,source,discord
1117,projects,3,tasks,5,assignees,0,threepids,1,threepid,1.94868E+17
